2022-09-27 11:35:09,537 - maincontroller.py - line:362 - INFO| [+] AGX API is running [2022-09-27 11:35:09.537703]
2022-09-27 11:35:28,392 - maincontroller.py - line:52 - INFO| >>>>>>>>>>>>>>>>>>收到下载消息: {'bucket': 'ytwl-jichang', 'fname': 'DJI_20220905161206_0005_Z_航点5.JPG', 'fpath': 'DJI_202209051601_011_新建航点飞行3', 'fnpath': '_1581F5BKD225H00BJX97_Uoto_2022-09-23/DJI_20220905161206_0005_Z_航点5.JPG'}
2022-09-27 11:35:28,396 - maincontroller.py - line:67 - INFO| 开始下载文件: DJI_20220905161206_0005_Z_航点5.JPG
2022-09-27 11:35:36,097 - maincontroller.py - line:69 - INFO| DJI_20220905161206_0005_Z_航点5.JPG下载成功
2022-09-27 11:35:36,105 - sql_operations.py - line:23 - INFO| 开始向航线表插入数据
2022-09-27 11:35:36,114 - sql_operations.py - line:31 - INFO| 航线表数据插入成功
2022-09-27 11:35:36,124 - sql_operations.py - line:45 - INFO| 开始向任务数据表插入数据
2022-09-27 11:35:36,132 - sql_operations.py - line:54 - INFO| 任务数据插入成功
2022-09-27 11:35:36,142 - sql_operations.py - line:70 - INFO| 开始向图片表插入数据
2022-09-27 11:35:36,149 - sql_operations.py - line:79 - INFO| 图片数据插入成功
2022-09-27 11:35:36,295 - maincontroller.py - line:52 - INFO| >>>>>>>>>>>>>>>>>>收到下载消息: {'bucket': 'ytwl-jichang', 'fname': 'DJI_20220905161146_0004_Z_航点4.JPG', 'fpath': 'DJI_202209051601_011_新建航点飞行3', 'fnpath': '_1581F5BKD225H00BJX97_Uoto_2022-09-23/DJI_20220905161146_0004_Z_航点4.JPG'}
2022-09-27 11:35:36,298 - maincontroller.py - line:67 - INFO| 开始下载文件: DJI_20220905161146_0004_Z_航点4.JPG
2022-09-27 11:35:41,981 - maincontroller.py - line:69 - INFO| DJI_20220905161146_0004_Z_航点4.JPG下载成功
2022-09-27 11:35:41,987 - sql_operations.py - line:33 - INFO| 航线数据已存在
2022-09-27 11:35:41,992 - sql_operations.py - line:56 - INFO| 任务数据已存在
2022-09-27 11:35:42,001 - sql_operations.py - line:70 - INFO| 开始向图片表插入数据
2022-09-27 11:35:42,007 - sql_operations.py - line:79 - INFO| 图片数据插入成功
